FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
761,768,16.7236004,0.0984000,261567.702052000007825,3890344.050133999902755
762,774,20.4698009,0.0856000,261597.702052000007825,3890344.050133999902755
763,781,22.9997005,0.0500000,261627.702052000007825,3890344.050133999902755
764,789,25.7308006,0.0136000,261657.702052000007825,3890344.050133999902755
765,798,26.2467995,0.0628000,261687.702052000007825,3890344.050133999902755
766,805,21.5790005,0.0016000,261717.702052000007825,3890344.050133999902755
767,700,3.0357201,0.0008000,259527.702052000007825,3890314.050133999902755
768,701,3.5204101,0.0040000,259557.702052000007825,3890314.050133999902755
769,703,1.7210100,0.0076000,259587.702052000007825,3890314.050133999902755
770,703,1.4321001,0.0028000,259617.702052000007825,3890314.050133999902755
771,701,1.7210100,0.0032000,259647.702052000007825,3890314.050133999902755
772,701,2.0527799,0.0136000,259677.702052000007825,3890314.050133999902755
773,703,3.5842500,0.0280000,259707.702052000007825,3890314.050133999902755
774,705,1.8175200,0.0240000,259737.702052000007825,3890314.050133999902755
775,705,0.7548940,0.0372000,259767.702052000007825,3890314.050133999902755
776,705,0.7548940,0.0680000,259797.702052000007825,3890314.050133999902755
777,704,1.4321001,0.0448000,259827.702052000007825,3890314.050133999902755
778,705,2.4563899,0.0000000,259857.702052000007825,3890314.050133999902755
779,706,3.0357201,0.0580000,259887.702052000007825,3890314.050133999902755
780,707,2.7818899,0.0820000,259917.702052000007825,3890314.050133999902755
781,708,2.0527799,0.0248000,259947.702052000007825,3890314.050133999902755
782,708,3.3384700,0.0304000,259977.702052000007825,3890314.050133999902755
783,708,4.7872901,0.0200000,260007.702052000007825,3890314.050133999902755
784,709,5.7204299,0.0132000,260037.702052000007825,3890314.050133999902755
785,710,5.6011801,0.0124000,260067.702052000007825,3890314.050133999902755
786,710,4.5202298,0.0440000,260097.702052000007825,3890314.050133999902755
787,712,4.4318199,0.0624000,260127.702052000007825,3890314.050133999902755
788,714,3.8436699,0.0124000,260157.702052000007825,3890314.050133999902755
789,715,2.3859401,0.0216000,260187.702052000007825,3890314.050133999902755
790,715,2.6989501,0.0028000,260217.702052000007825,3890314.050133999902755
791,717,2.3619900,0.0040000,260247.702052000007825,3890314.050133999902755
792,717,1.6876000,0.0080000,260277.702052000007825,3890314.050133999902755
793,717,2.4563899,0.0468000,260307.702052000007825,3890314.050133999902755
794,718,3.9454801,0.0752000,260337.702052000007825,3890314.050133999902755
795,720,6.2010498,0.0444000,260367.702052000007825,3890314.050133999902755
796,724,8.1044397,0.0052000,260397.702052000007825,3890314.050133999902755
797,729,8.1658096,0.0216000,260427.702052000007825,3890314.050133999902755
798,733,8.1044397,0.0068000,260457.702052000007825,3890314.050133999902755
799,738,6.1738501,0.0524000,260487.702052000007825,3890314.050133999902755
800,740,2.3859401,0.0312000,260517.702052000007825,3890314.050133999902755
801,740,1.6876000,0.0696000,260547.702052000007825,3890314.050133999902755
802,739,2.5695000,0.0464000,260577.702052000007825,3890314.050133999902755
803,738,2.5695000,0.0024000,260607.702052000007825,3890314.050133999902755
804,738,3.1818099,0.0360000,260637.702052000007825,3890314.050133999902755
805,739,4.5327101,0.0244000,260667.702052000007825,3890314.050133999902755
806,738,5.0511498,0.0296000,260697.702052000007825,3890314.050133999902755
807,738,4.1140800,0.0124000,260727.702052000007825,3890314.050133999902755
808,739,3.3890700,0.0068000,260757.702052000007825,3890314.050133999902755
809,741,1.8175200,0.0072000,260787.702052000007825,3890314.050133999902755
810,740,2.0248699,0.0000000,260817.702052000007825,3890314.050133999902755
811,739,1.3502200,0.0132000,260847.702052000007825,3890314.050133999902755
812,741,3.5842500,0.0116000,260877.702052000007825,3890314.050133999902755
813,743,3.5842500,0.0000000,260907.702052000007825,3890314.050133999902755
814,745,1.7210100,0.0000000,260937.702052000007825,3890314.050133999902755
815,744,2.0527799,0.0140000,260967.702052000007825,3890314.050133999902755
816,743,2.4563899,0.0000000,260997.702052000007825,3890314.050133999902755
817,746,5.1506500,0.0000000,261027.702052000007825,3890314.050133999902755
818,749,3.6469700,0.0244000,261057.702052000007825,3890314.050133999902755
819,747,4.7872901,0.0064000,261087.702052000007825,3890314.050133999902755
820,748,7.8041801,0.0208000,261117.702052000007825,3890314.050133999902755
821,749,10.3098001,0.0148000,261147.702052000007825,3890314.050133999902755
822,751,11.5042000,0.0276000,261177.702052000007825,3890314.050133999902755
823,754,12.1988001,0.0188000,261207.702052000007825,3890314.050133999902755
824,757,11.9453001,0.0000000,261237.702052000007825,3890314.050133999902755
825,761,9.3218403,0.0080000,261267.702052000007825,3890314.050133999902755
826,762,7.2492499,0.0040000,261297.702052000007825,3890314.050133999902755
827,757,7.6675801,0.0148000,261327.702052000007825,3890314.050133999902755
828,753,2.1607900,0.0564000,261357.702052000007825,3890314.050133999902755
829,754,1.2171201,0.0272000,261387.702052000007825,3890314.050133999902755
830,754,3.7692399,0.0688000,261417.702052000007825,3890314.050133999902755
831,758,8.5824804,0.1116000,261447.702052000007825,3890314.050133999902755
832,764,10.8049002,0.0252000,261477.702052000007825,3890314.050133999902755
833,767,13.5158005,0.0528000,261507.702052000007825,3890314.050133999902755
834,772,17.6907005,0.0892000,261537.702052000007825,3890314.050133999902755
835,778,21.8549004,0.1112000,261567.702052000007825,3890314.050133999902755
836,786,23.7084007,0.1788000,261597.702052000007825,3890314.050133999902755
837,793,22.9340000,0.1864000,261627.702052000007825,3890314.050133999902755
838,800,22.5158005,0.0792000,261657.702052000007825,3890314.050133999902755
839,810,18.6613998,0.1300000,261687.702052000007825,3890314.050133999902755
840,814,9.5662403,0.2164000,261717.702052000007825,3890314.050133999902755
841,811,5.2266998,0.0144000,261747.702052000007825,3890314.050133999902755
842,808,5.4792700,0.0052000,261777.702052000007825,3890314.050133999902755
843,807,10.3993998,0.0024000,261807.702052000007825,3890314.050133999902755
844,698,4.1002898,0.0044000,259527.702052000007825,3890284.050133999902755
845,700,4.7279401,0.0196000,259557.702052000007825,3890284.050133999902755
846,702,3.3722899,0.0144000,259587.702052000007825,3890284.050133999902755
847,702,0.9548410,0.0052000,259617.702052000007825,3890284.050133999902755
848,702,0.7548940,0.0300000,259647.702052000007825,3890284.050133999902755
849,702,1.2171201,0.0060000,259677.702052000007825,3890284.050133999902755
850,703,2.6350300,0.0104000,259707.702052000007825,3890284.050133999902755
851,704,1.3917600,0.0128000,259737.702052000007825,3890284.050133999902755
852,704,1.0675200,0.0164000,259767.702052000007825,3890284.050133999902755
853,705,0.7548940,0.0440000,259797.702052000007825,3890284.050133999902755
854,704,0.3376150,0.0320000,259827.702052000007825,3890284.050133999902755
855,704,0.9548410,0.0284000,259857.702052000007825,3890284.050133999902755
856,704,1.9678600,0.0632000,259887.702052000007825,3890284.050133999902755
857,707,2.7818899,0.0684000,259917.702052000007825,3890284.050133999902755
858,708,1.9678600,0.0168000,259947.702052000007825,3890284.050133999902755
859,707,2.4563899,0.0388000,259977.702052000007825,3890284.050133999902755
860,706,2.9018199,0.0064000,260007.702052000007825,3890284.050133999902755
861,706,3.7692399,0.0064000,260037.702052000007825,3890284.050133999902755
862,707,4.0725899,0.0144000,260067.702052000007825,3890284.050133999902755
863,708,4.4318199,0.0496000,260097.702052000007825,3890284.050133999902755
864,710,5.6412201,0.0232000,260127.702052000007825,3890284.050133999902755
865,713,4.0725899,0.0264000,260157.702052000007825,3890284.050133999902755
866,714,1.7210100,0.0036000,260187.702052000007825,3890284.050133999902755
867,715,2.0527799,0.0252000,260217.702052000007825,3890284.050133999902755
868,716,2.3859401,0.0256000,260247.702052000007825,3890284.050133999902755
869,717,1.2171201,0.0092000,260277.702052000007825,3890284.050133999902755
870,716,1.3917600,0.0064000,260307.702052000007825,3890284.050133999902755
871,718,5.2589502,0.0460000,260337.702052000007825,3890284.050133999902755
872,722,8.5631304,0.0160000,260367.702052000007825,3890284.050133999902755
873,728,8.6913004,0.0148000,260397.702052000007825,3890284.050133999902755
874,731,6.9181700,0.0152000,260427.702052000007825,3890284.050133999902755
875,734,5.9515800,0.0144000,260457.702052000007825,3890284.050133999902755
876,737,4.4951501,0.0796000,260487.702052000007825,3890284.050133999902755
877,738,4.3933802,0.0740000,260517.702052000007825,3890284.050133999902755
878,738,4.2891502,0.0468000,260547.702052000007825,3890284.050133999902755
879,738,3.1096301,0.0568000,260577.702052000007825,3890284.050133999902755
880,738,2.5695000,0.0324000,260607.702052000007825,3890284.050133999902755
881,737,2.9018199,0.0268000,260637.702052000007825,3890284.050133999902755
882,737,3.3722899,0.0164000,260667.702052000007825,3890284.050133999902755
883,736,2.8624101,0.0036000,260697.702052000007825,3890284.050133999902755
884,737,2.7818899,0.0060000,260727.702052000007825,3890284.050133999902755
885,738,3.7238700,0.0128000,260757.702052000007825,3890284.050133999902755
886,740,3.4717400,0.0036000,260787.702052000007825,3890284.050133999902755
887,739,2.7199199,0.0060000,260817.702052000007825,3890284.050133999902755
888,739,2.4563899,0.0328000,260847.702052000007825,3890284.050133999902755
889,741,4.0586600,0.0036000,260877.702052000007825,3890284.050133999902755
890,743,2.9018199,0.0096000,260907.702052000007825,3890284.050133999902755
891,744,1.5095299,0.0096000,260937.702052000007825,3890284.050133999902755
892,744,2.3859401,0.0004000,260967.702052000007825,3890284.050133999902755
893,743,2.4331400,0.0000000,260997.702052000007825,3890284.050133999902755
894,744,4.8225398,0.0008000,261027.702052000007825,3890284.050133999902755
895,745,5.7105899,0.0104000,261057.702052000007825,3890284.050133999902755
896,744,6.6291399,0.0072000,261087.702052000007825,3890284.050133999902755
897,743,7.1406698,0.0148000,261117.702052000007825,3890284.050133999902755
898,744,8.1044397,0.0084000,261147.702052000007825,3890284.050133999902755
899,746,8.8985100,0.0392000,261177.702052000007825,3890284.050133999902755
900,748,10.2886000,0.0400000,261207.702052000007825,3890284.050133999902755
901,752,11.4476995,0.0100000,261237.702052000007825,3890284.050133999902755
902,756,10.6631002,0.0104000,261267.702052000007825,3890284.050133999902755
903,757,8.3271399,0.0148000,261297.702052000007825,3890284.050133999902755
904,755,4.8225398,0.0112000,261327.702052000007825,3890284.050133999902755
905,755,0.0000000,0.0692000,261357.702052000007825,3890284.050133999902755
906,755,1.8175200,0.1224000,261387.702052000007825,3890284.050133999902755
907,755,3.5204101,0.0328000,261417.702052000007825,3890284.050133999902755
908,758,11.7270002,0.0016000,261447.702052000007825,3890284.050133999902755
909,768,14.6246996,0.0092000,261477.702052000007825,3890284.050133999902755
910,774,13.9949999,0.0160000,261507.702052000007825,3890284.050133999902755
911,780,16.7539005,0.0440000,261537.702052000007825,3890284.050133999902755
912,788,19.2341995,0.0448000,261567.702052000007825,3890284.050133999902755
913,797,18.2728996,0.1624000,261597.702052000007825,3890284.050133999902755
914,803,15.4834003,0.2032000,261627.702052000007825,3890284.050133999902755
915,808,13.7712002,0.0396000,261657.702052000007825,3890284.050133999902755
916,815,7.0620399,0.0144000,261687.702052000007825,3890284.050133999902755
917,815,5.0956202,0.0052000,261717.702052000007825,3890284.050133999902755
918,810,11.4995003,0.0084000,261747.702052000007825,3890284.050133999902755
919,804,12.3385000,0.0240000,261777.702052000007825,3890284.050133999902755
920,800,12.6466999,0.0148000,261807.702052000007825,3890284.050133999902755
921,800,14.2624998,0.0120000,261837.702052000007825,3890284.050133999902755
922,800,14.3065996,0.0060000,261867.702052000007825,3890284.050133999902755
923,801,12.6254997,0.0012000,261897.702052000007825,3890284.050133999902755
924,798,12.4551001,0.0000000,261927.702052000007825,3890284.050133999902755
925,696,2.4563899,0.0148000,259527.702052000007825,3890254.050133999902755
926,698,3.8436699,0.0228000,259557.702052000007825,3890254.050133999902755
927,700,3.8436699,0.0012000,259587.702052000007825,3890254.050133999902755
928,702,1.8175200,0.0308000,259617.702052000007825,3890254.050133999902755
929,702,0.7548940,0.0128000,259647.702052000007825,3890254.050133999902755
930,701,1.0675200,0.0228000,259677.702052000007825,3890254.050133999902755
931,703,2.6989501,0.0248000,259707.702052000007825,3890254.050133999902755
932,704,2.7199199,0.0004000,259737.702052000007825,3890254.050133999902755
933,704,2.9018199,0.0020000,259767.702052000007825,3890254.050133999902755
934,704,2.2636399,0.0144000,259797.702052000007825,3890254.050133999902755
935,704,1.0675200,0.0552000,259827.702052000007825,3890254.050133999902755
936,705,1.3917600,0.0484000,259857.702052000007825,3890254.050133999902755
937,706,0.4774540,0.0320000,259887.702052000007825,3890254.050133999902755
938,705,2.1343000,0.0516000,259917.702052000007825,3890254.050133999902755
939,706,2.7199199,0.0284000,259947.702052000007825,3890254.050133999902755
940,706,2.1343000,0.0260000,259977.702052000007825,3890254.050133999902755
941,705,1.3917600,0.0016000,260007.702052000007825,3890254.050133999902755
942,705,1.3502200,0.0120000,260037.702052000007825,3890254.050133999902755
943,706,1.6876000,0.0340000,260067.702052000007825,3890254.050133999902755
944,706,3.1096301,0.0084000,260097.702052000007825,3890254.050133999902755
945,709,6.0172801,0.0048000,260127.702052000007825,3890254.050133999902755
946,713,4.6919699,0.0380000,260157.702052000007825,3890254.050133999902755
947,714,2.3859401,0.0080000,260187.702052000007825,3890254.050133999902755
948,714,2.4563899,0.0332000,260217.702052000007825,3890254.050133999902755
949,715,3.1096301,0.0156000,260247.702052000007825,3890254.050133999902755
950,716,2.5695000,0.0008000,260277.702052000007825,3890254.050133999902755
951,716,2.4563899,0.0408000,260307.702052000007825,3890254.050133999902755
952,718,5.9892201,0.0152000,260337.702052000007825,3890254.050133999902755
953,723,8.1112804,0.0040000,260367.702052000007825,3890254.050133999902755
954,727,8.4787102,0.0256000,260397.702052000007825,3890254.050133999902755
955,731,7.5726199,0.0448000,260427.702052000007825,3890254.050133999902755
956,734,6.0637698,0.0232000,260457.702052000007825,3890254.050133999902755
957,735,5.1287098,0.0224000,260487.702052000007825,3890254.050133999902755
958,735,5.7105899,0.0208000,260517.702052000007825,3890254.050133999902755
959,735,6.2010498,0.0036000,260547.702052000007825,3890254.050133999902755
960,736,5.9892201,0.0404000,260577.702052000007825,3890254.050133999902755
961,736,5.5202098,0.0400000,260607.702052000007825,3890254.050133999902755
962,735,4.7872901,0.0140000,260637.702052000007825,3890254.050133999902755
963,735,3.8140700,0.0000000,260667.702052000007825,3890254.050133999902755
964,735,3.1818099,0.0008000,260697.702052000007825,3890254.050133999902755
965,736,3.3214300,0.0060000,260727.702052000007825,3890254.050133999902755
966,736,3.8436699,0.0024000,260757.702052000007825,3890254.050133999902755
967,737,3.1996000,0.0112000,260787.702052000007825,3890254.050133999902755
968,737,2.1607900,0.0260000,260817.702052000007825,3890254.050133999902755
969,738,3.4389100,0.0080000,260847.702052000007825,3890254.050133999902755
970,741,4.8225398,0.0004000,260877.702052000007825,3890254.050133999902755
971,743,2.7199199,0.0000000,260907.702052000007825,3890254.050133999902755
972,743,2.4331400,0.0032000,260937.702052000007825,3890254.050133999902755
973,742,2.8821800,0.0024000,260967.702052000007825,3890254.050133999902755
974,741,2.1607900,0.0012000,260997.702052000007825,3890254.050133999902755
975,742,2.7199199,0.0028000,261027.702052000007825,3890254.050133999902755
976,742,3.9310999,0.0000000,261057.702052000007825,3890254.050133999902755
977,741,4.0725899,0.0232000,261087.702052000007825,3890254.050133999902755
978,740,3.1096301,0.0096000,261117.702052000007825,3890254.050133999902755
979,741,4.1002898,0.0384000,261147.702052000007825,3890254.050133999902755
980,743,5.2266998,0.0284000,261177.702052000007825,3890254.050133999902755
981,744,7.3939600,0.0596000,261207.702052000007825,3890254.050133999902755
982,748,8.7166996,0.0392000,261237.702052000007825,3890254.050133999902755
983,750,7.5726199,0.0572000,261267.702052000007825,3890254.050133999902755
984,752,6.1738501,0.0992000,261297.702052000007825,3890254.050133999902755
985,753,4.0725899,0.0580000,261327.702052000007825,3890254.050133999902755
986,754,2.8821800,0.0824000,261357.702052000007825,3890254.050133999902755
987,756,2.1343000,0.0212000,261387.702052000007825,3890254.050133999902755
988,756,5.0956202,0.0896000,261417.702052000007825,3890254.050133999902755
989,759,12.3385000,0.0064000,261447.702052000007825,3890254.050133999902755
990,769,15.1043997,0.0000000,261477.702052000007825,3890254.050133999902755
991,777,13.0080004,0.0296000,261507.702052000007825,3890254.050133999902755
992,784,13.4569998,0.0040000,261537.702052000007825,3890254.050133999902755
993,792,14.4919996,0.0080000,261567.702052000007825,3890254.050133999902755
994,800,12.1061001,0.0072000,261597.702052000007825,3890254.050133999902755
995,805,9.7480297,0.0232000,261627.702052000007825,3890254.050133999902755
996,810,9.7198696,0.0156000,261657.702052000007825,3890254.050133999902755
997,812,9.6462202,0.0076000,261687.702052000007825,3890254.050133999902755
998,810,12.1061001,0.0132000,261717.702052000007825,3890254.050133999902755
999,804,13.9045000,0.0060000,261747.702052000007825,3890254.050133999902755
1000,798,12.6254997,0.0296000,261777.702052000007825,3890254.050133999902755
1001,794,10.9991999,0.0332000,261807.702052000007825,3890254.050133999902755
1002,792,11.1992998,0.0300000,261837.702052000007825,3890254.050133999902755
1003,792,11.3718996,0.0264000,261867.702052000007825,3890254.050133999902755
1004,795,9.9372702,0.0156000,261897.702052000007825,3890254.050133999902755
1005,792,9.3336296,0.0064000,261927.702052000007825,3890254.050133999902755
1006,790,6.3969202,0.0140000,261957.702052000007825,3890254.050133999902755
1007,788,4.5823102,0.0144000,261987.702052000007825,3890254.050133999902755
1008,786,0.6752060,0.0000000,262017.702052000007825,3890254.050133999902755
1009,696,0.7548940,0.0000000,259497.702052000007825,3890224.050133999902755
1010,697,1.8175200,0.0120000,259527.702052000007825,3890224.050133999902755
1011,698,2.3859401,0.0764000,259557.702052000007825,3890224.050133999902755
1012,699,3.6469700,0.0112000,259587.702052000007825,3890224.050133999902755
1013,702,2.5695000,0.0128000,259617.702052000007825,3890224.050133999902755
1014,702,1.3502200,0.0012000,259647.702052000007825,3890224.050133999902755
1015,701,0.9548410,0.0020000,259677.702052000007825,3890224.050133999902755
1016,701,1.6876000,0.0164000,259707.702052000007825,3890224.050133999902755
1017,701,1.9091500,0.0004000,259737.702052000007825,3890224.050133999902755
1018,701,2.6350300,0.0136000,259767.702052000007825,3890224.050133999902755
1019,702,3.0543699,0.0612000,259797.702052000007825,3890224.050133999902755
1020,704,2.7818899,0.0656000,259827.702052000007825,3890224.050133999902755
1021,705,1.6876000,0.0340000,259857.702052000007825,3890224.050133999902755
1022,705,1.8175200,0.0344000,259887.702052000007825,3890224.050133999902755
1023,704,2.1607900,0.0808000,259917.702052000007825,3890224.050133999902755
1024,705,2.7199199,0.0356000,259947.702052000007825,3890224.050133999902755
1025,705,2.6350300,0.0012000,259977.702052000007825,3890224.050133999902755
1026,705,2.1607900,0.0092000,260007.702052000007825,3890224.050133999902755
1027,705,2.0527799,0.0172000,260037.702052000007825,3890224.050133999902755
1028,706,1.7210100,0.0260000,260067.702052000007825,3890224.050133999902755
1029,706,2.2636399,0.0292000,260097.702052000007825,3890224.050133999902755
1030,708,5.0062799,0.0040000,260127.702052000007825,3890224.050133999902755
1031,711,5.3964200,0.0004000,260157.702052000007825,3890224.050133999902755
1032,712,4.8225398,0.0032000,260187.702052000007825,3890224.050133999902755
1033,713,4.2226901,0.0108000,260217.702052000007825,3890224.050133999902755
1034,713,4.0725899,0.0356000,260247.702052000007825,3890224.050133999902755
1035,714,3.9454801,0.0320000,260277.702052000007825,3890224.050133999902755
1036,715,4.3933802,0.0272000,260307.702052000007825,3890224.050133999902755
1037,718,5.9610200,0.0300000,260337.702052000007825,3890224.050133999902755
1038,720,7.0857301,0.0156000,260367.702052000007825,3890224.050133999902755
1039,723,9.0460300,0.0552000,260397.702052000007825,3890224.050133999902755
1040,727,9.3747797,0.0460000,260427.702052000007825,3890224.050133999902755
1041,730,8.2199602,0.0516000,260457.702052000007825,3890224.050133999902755
1042,732,6.4666300,0.0256000,260487.702052000007825,3890224.050133999902755
1043,732,6.2550998,0.0172000,260517.702052000007825,3890224.050133999902755
1044,731,7.3637400,0.0112000,260547.702052000007825,3890224.050133999902755
1045,732,8.1181202,0.0000000,260577.702052000007825,3890224.050133999902755
1046,732,7.1406698,0.0300000,260607.702052000007825,3890224.050133999902755
1047,732,5.3228502,0.0176000,260637.702052000007825,3890224.050133999902755
1048,733,3.9310999,0.0068000,260667.702052000007825,3890224.050133999902755
1049,733,3.3214300,0.0140000,260697.702052000007825,3890224.050133999902755
1050,734,2.8821800,0.0096000,260727.702052000007825,3890224.050133999902755
1051,734,3.0543699,0.0052000,260757.702052000007825,3890224.050133999902755
1052,737,2.3859401,0.0428000,260787.702052000007825,3890224.050133999902755
1053,737,1.9091500,0.0044000,260817.702052000007825,3890224.050133999902755
1054,737,3.7692399,0.0060000,260847.702052000007825,3890224.050133999902755
1055,739,6.0637698,0.0060000,260877.702052000007825,3890224.050133999902755
1056,742,4.5823102,0.0000000,260907.702052000007825,3890224.050133999902755
1057,741,3.3722899,0.0004000,260937.702052000007825,3890224.050133999902755
1058,741,1.9091500,0.0120000,260967.702052000007825,3890224.050133999902755
1059,741,1.0675200,0.0012000,260997.702052000007825,3890224.050133999902755
1060,742,0.3376150,0.0052000,261027.702052000007825,3890224.050133999902755
1061,740,1.5095299,0.0400000,261057.702052000007825,3890224.050133999902755
1062,740,0.4774540,0.0100000,261087.702052000007825,3890224.050133999902755
1063,740,1.0127500,0.0456000,261117.702052000007825,3890224.050133999902755
1064,741,1.8175200,0.0632000,261147.702052000007825,3890224.050133999902755
1065,741,2.2636399,0.0644000,261177.702052000007825,3890224.050133999902755
1066,742,4.5823102,0.0860000,261207.702052000007825,3890224.050133999902755
1067,746,5.2589502,0.0712000,261237.702052000007825,3890224.050133999902755
1068,749,3.8436699,0.0776000,261267.702052000007825,3890224.050133999902755
1069,750,3.3722899,0.0520000,261297.702052000007825,3890224.050133999902755
1070,751,4.2226901,0.0924000,261327.702052000007825,3890224.050133999902755
1071,754,4.8575301,0.0220000,261357.702052000007825,3890224.050133999902755
1072,756,4.1002898,0.0232000,261387.702052000007825,3890224.050133999902755
1073,758,7.5726199,0.0068000,261417.702052000007825,3890224.050133999902755
1074,764,11.5042000,0.0408000,261447.702052000007825,3890224.050133999902755
1075,769,11.5976000,0.0200000,261477.702052000007825,3890224.050133999902755
1076,776,11.9273005,0.0060000,261507.702052000007825,3890224.050133999902755
1077,782,13.1218996,0.0256000,261537.702052000007825,3890224.050133999902755
1078,789,15.2206001,0.0000000,261567.702052000007825,3890224.050133999902755
1079,795,15.9098997,0.0012000,261597.702052000007825,3890224.050133999902755
1080,799,15.8191996,0.0068000,261627.702052000007825,3890224.050133999902755
1081,802,15.7475004,0.0084000,261657.702052000007825,3890224.050133999902755
1082,804,14.9591999,0.0196000,261687.702052000007825,3890224.050133999902755
1083,803,13.2066002,0.0096000,261717.702052000007825,3890224.050133999902755
1084,800,11.0483999,0.0068000,261747.702052000007825,3890224.050133999902755
1085,795,8.9356298,0.0216000,261777.702052000007825,3890224.050133999902755
1086,791,8.3801899,0.0784000,261807.702052000007825,3890224.050133999902755
1087,787,5.9610200,0.0792000,261837.702052000007825,3890224.050133999902755
1088,788,6.4666300,0.0316000,261867.702052000007825,3890224.050133999902755
1089,791,4.7636399,0.0268000,261897.702052000007825,3890224.050133999902755
1090,788,5.8082199,0.0148000,261927.702052000007825,3890224.050133999902755
1091,789,5.0062799,0.0232000,261957.702052000007825,3890224.050133999902755
1092,787,3.7692399,0.0524000,261987.702052000007825,3890224.050133999902755
1093,786,3.3384700,0.0784000,262017.702052000007825,3890224.050133999902755
1094,790,9.8764696,0.0312000,262047.702052000007825,3890224.050133999902755
1095,796,16.4102001,0.0152000,262077.702052000007825,3890224.050133999902755
1096,807,21.3929996,0.0056000,262107.702052000007825,3890224.050133999902755
1097,697,0.7548940,0.0032000,259497.702052000007825,3890194.050133999902755
1098,697,1.3917600,0.0268000,259527.702052000007825,3890194.050133999902755
1099,698,1.4321001,0.0608000,259557.702052000007825,3890194.050133999902755
1100,699,2.8821800,0.0324000,259587.702052000007825,3890194.050133999902755
1101,701,3.0357201,0.0268000,259617.702052000007825,3890194.050133999902755
1102,701,1.6876000,0.0148000,259647.702052000007825,3890194.050133999902755
1103,700,0.9548410,0.0284000,259677.702052000007825,3890194.050133999902755
1104,702,2.0248699,0.0012000,259707.702052000007825,3890194.050133999902755
1105,702,1.7210100,0.0020000,259737.702052000007825,3890194.050133999902755
1106,701,0.7548940,0.0200000,259767.702052000007825,3890194.050133999902755
1107,701,2.1343000,0.0456000,259797.702052000007825,3890194.050133999902755
1108,703,3.1096301,0.0156000,259827.702052000007825,3890194.050133999902755
1109,704,2.1343000,0.0448000,259857.702052000007825,3890194.050133999902755
1110,704,1.8175200,0.0272000,259887.702052000007825,3890194.050133999902755
1111,703,1.8175200,0.0708000,259917.702052000007825,3890194.050133999902755
1112,703,2.3859401,0.0176000,259947.702052000007825,3890194.050133999902755
1113,703,2.8624101,0.0088000,259977.702052000007825,3890194.050133999902755
1114,703,2.8624101,0.0060000,260007.702052000007825,3890194.050133999902755
1115,703,3.1996000,0.0660000,260037.702052000007825,3890194.050133999902755
1116,705,3.3722899,0.0880000,260067.702052000007825,3890194.050133999902755
1117,706,2.6989501,0.0428000,260097.702052000007825,3890194.050133999902755
1118,707,3.7238700,0.0008000,260127.702052000007825,3890194.050133999902755
1119,708,4.9037900,0.0084000,260157.702052000007825,3890194.050133999902755
1120,709,5.0062799,0.0104000,260187.702052000007825,3890194.050133999902755
1121,710,4.2626901,0.0048000,260217.702052000007825,3890194.050133999902755
1122,711,3.5204101,0.0340000,260247.702052000007825,3890194.050133999902755
1123,712,3.3890700,0.0304000,260277.702052000007825,3890194.050133999902755
1124,713,4.5823102,0.0096000,260307.702052000007825,3890194.050133999902755
1125,716,5.0062799,0.0020000,260337.702052000007825,3890194.050133999902755
1126,718,4.7279401,0.0216000,260367.702052000007825,3890194.050133999902755
1127,720,7.0620399,0.0420000,260397.702052000007825,3890194.050133999902755
1128,724,8.3867998,0.0484000,260427.702052000007825,3890194.050133999902755
1129,726,8.1112804,0.0568000,260457.702052000007825,3890194.050133999902755
1130,729,6.2819400,0.0316000,260487.702052000007825,3890194.050133999902755
1131,729,4.6799102,0.0196000,260517.702052000007825,3890194.050133999902755
1132,727,5.5709600,0.0200000,260547.702052000007825,3890194.050133999902755
1133,727,6.2550998,0.0032000,260577.702052000007825,3890194.050133999902755
1134,728,5.6412201,0.0004000,260607.702052000007825,3890194.050133999902755
1135,730,4.1002898,0.0656000,260637.702052000007825,3890194.050133999902755
1136,731,3.1096301,0.0028000,260667.702052000007825,3890194.050133999902755
1137,732,2.7818899,0.0208000,260697.702052000007825,3890194.050133999902755
1138,733,2.7818899,0.0004000,260727.702052000007825,3890194.050133999902755
1139,734,3.7692399,0.0204000,260757.702052000007825,3890194.050133999902755
1140,736,2.6989501,0.0068000,260787.702052000007825,3890194.050133999902755
1141,735,2.2636399,0.0092000,260817.702052000007825,3890194.050133999902755
1142,735,3.0169599,0.0000000,260847.702052000007825,3890194.050133999902755
1143,736,5.3964200,0.0072000,260877.702052000007825,3890194.050133999902755
1144,739,5.3228502,0.0028000,260907.702052000007825,3890194.050133999902755
1145,739,4.1140800,0.0020000,260937.702052000007825,3890194.050133999902755
1146,740,3.1096301,0.0004000,260967.702052000007825,3890194.050133999902755
1147,741,2.4563899,0.0100000,260997.702052000007825,3890194.050133999902755
1148,742,0.6752060,0.0292000,261027.702052000007825,3890194.050133999902755
1149,741,2.2636399,0.0960000,261057.702052000007825,3890194.050133999902755
1150,741,2.8624101,0.1240000,261087.702052000007825,3890194.050133999902755
1151,741,3.0169599,0.0948000,261117.702052000007825,3890194.050133999902755
1152,742,3.8436699,0.0344000,261147.702052000007825,3890194.050133999902755
1153,743,5.8082199,0.0420000,261177.702052000007825,3890194.050133999902755
1154,746,6.4666300,0.0104000,261207.702052000007825,3890194.050133999902755
