FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
849,805,17.4326000,0.0155532,262017.702052000007825,3889891.250142999924719
850,824,17.3201008,0.0210257,262067.702052000007825,3889891.250142999924719
851,837,8.7268295,0.0148332,262117.702052000007825,3889891.250142999924719
852,840,3.1675100,0.0347068,262167.702051999978721,3889891.250142999924719
853,831,11.1520004,0.0465157,262217.702051999978721,3889891.250142999924719
854,821,9.1359797,0.0990799,262267.702051999978721,3889891.250142999924719
855,814,5.1506500,0.1421390,262317.702051999978721,3889891.250142999924719
856,810,5.0511498,0.1597090,262367.702051999978721,3889891.250142999924719
857,809,5.8575602,0.1608610,262417.702051999978721,3889891.250142999924719
858,804,6.2158699,0.1336430,262467.702051999978721,3889891.250142999924719
859,799,4.8876500,0.1597090,262517.702051999978721,3889891.250142999924719
860,797,4.8668199,0.1565400,262567.702051999978721,3889891.250142999924719
861,799,4.0897899,0.0663893,262617.702051999978721,3889891.250142999924719
862,800,4.1491399,0.1035440,262667.702051999978721,3889891.250142999924719
863,806,5.1781602,0.1373870,262717.702051999978721,3889891.250142999924719
864,808,4.2653499,0.1402670,262767.702051999978721,3889891.250142999924719
865,810,2.8624101,0.1506360,262817.702051999978721,3889891.250142999924719
866,812,3.6469700,0.1265860,262867.702051999978721,3889891.250142999924719
867,818,8.4580603,0.1085850,262917.702051999978721,3889891.250142999924719
868,827,11.0254002,0.0730138,262967.702051999978721,3889891.250142999924719
869,835,10.2519999,0.1088730,263017.702051999978721,3889891.250142999924719
870,839,9.6521397,0.2160170,263067.702051999978721,3889891.250142999924719
871,842,8.6811199,0.1300420,263117.702051999978721,3889891.250142999924719
872,849,8.4226398,0.0745980,263167.702051999978721,3889891.250142999924719
873,856,-9999.0000000,0.0341307,263217.702051999978721,3889891.250142999924719
874,-9999,-9999.0000000,0.0011521,263267.702051999978721,3889891.250142999924719
875,687,1.1810200,0.0001440,259367.702052000007825,3889841.250142999924719
876,687,1.6327400,0.0178574,259417.702052000007825,3889841.250142999924719
877,689,1.9210401,0.0172814,259467.702052000007825,3889841.250142999924719
878,690,2.2636399,0.0057605,259517.702052000007825,3889841.250142999924719
879,692,1.8669500,0.0080646,259567.702052000007825,3889841.250142999924719
880,690,1.7420501,0.0056165,259617.702052000007825,3889841.250142999924719
881,692,2.4378099,0.0014401,259667.702052000007825,3889841.250142999924719
882,694,1.9103400,0.0048964,259717.702052000007825,3889841.250142999924719
883,692,1.9942900,0.0125290,259767.702052000007825,3889841.250142999924719
884,695,1.8669500,0.0305304,259817.702052000007825,3889841.250142999924719
885,696,0.8102310,0.0105128,259867.702052000007825,3889841.250142999924719
886,696,1.4177099,0.0054724,259917.702052000007825,3889841.250142999924719
887,697,2.5924101,0.0018721,259967.702052000007825,3889841.250142999924719
888,701,2.2636399,0.0037443,260017.702052000007825,3889841.250142999924719
889,701,2.0349600,0.0204496,260067.702052000007825,3889841.250142999924719
890,703,2.8192101,0.0132491,260117.702052000007825,3889841.250142999924719
891,705,2.2636399,0.0044644,260167.702052000007825,3889841.250142999924719
892,707,2.0248699,0.0074886,260217.702052000007825,3889841.250142999924719
893,708,2.3696799,0.0021602,260267.702052000007825,3889841.250142999924719
894,710,2.4378099,0.0020162,260317.702052000007825,3889841.250142999924719
895,711,1.9942900,0.0120970,260367.702052000007825,3889841.250142999924719
896,711,2.8408899,0.0112329,260417.702052000007825,3889841.250142999924719
897,715,2.4378099,0.0007201,260467.702052000007825,3889841.250142999924719
898,714,1.0907500,0.0164173,260517.702052000007825,3889841.250142999924719
899,716,3.2939899,0.0339867,260567.702052000007825,3889841.250142999924719
900,721,4.0143399,0.0231859,260617.702052000007825,3889841.250142999924719
901,723,3.4454999,0.0220338,260667.702052000007825,3889841.250142999924719
902,726,3.0086701,0.0073446,260717.702052000007825,3889841.250142999924719
903,727,2.0846801,0.0105128,260767.702052000007825,3889841.250142999924719
904,730,2.6393399,0.0004320,260817.702052000007825,3889841.250142999924719
905,732,2.7157400,0.0018721,260867.702052000007825,3889841.250142999924719
906,731,4.4885998,0.0004320,260917.702052000007825,3889841.250142999924719
907,736,6.8014598,0.0002880,260967.702052000007825,3889841.250142999924719
908,738,6.5602002,0.0051844,261017.702052000007825,3889841.250142999924719
909,736,5.4936299,0.0005760,261067.702052000007825,3889841.250142999924719
910,736,3.9837601,0.0201616,261117.702052000007825,3889841.250142999924719
911,738,3.4632399,0.0270742,261167.702052000007825,3889841.250142999924719
912,741,2.3084199,0.0512681,261217.702052000007825,3889841.250142999924719
913,742,1.4744101,0.0414753,261267.702052000007825,3889841.250142999924719
914,744,3.0357201,0.0161293,261317.702052000007825,3889841.250142999924719
915,747,3.7299500,0.0048964,261367.702052000007825,3889841.250142999924719
916,750,2.9882200,0.0004320,261417.702052000007825,3889841.250142999924719
917,752,2.8408899,0.0005760,261467.702052000007825,3889841.250142999924719
918,752,3.4925900,0.0000000,261517.702052000007825,3889841.250142999924719
919,755,3.9735100,0.0155532,261567.702052000007825,3889841.250142999924719
920,759,4.0143399,0.0648052,261617.702052000007825,3889841.250142999924719
921,762,4.5202298,0.0443555,261667.702052000007825,3889841.250142999924719
922,766,3.9270599,0.0187215,261717.702052000007825,3889841.250142999924719
923,768,1.6327400,0.0066245,261767.702052000007825,3889841.250142999924719
924,769,3.5332699,0.0001440,261817.702052000007825,3889841.250142999924719
925,773,7.5676198,0.0012961,261867.702052000007825,3889841.250142999924719
926,782,9.7801504,0.0005760,261917.702052000007825,3889841.250142999924719
927,790,12.1386995,0.0164173,261967.702052000007825,3889841.250142999924719
928,802,16.6399994,0.0338427,262017.702052000007825,3889841.250142999924719
929,820,17.0473995,0.0295224,262067.702052000007825,3889841.250142999924719
930,830,13.0836000,0.0162733,262117.702052000007825,3889841.250142999924719
931,839,4.2986398,0.0256340,262167.702051999978721,3889841.250142999924719
932,832,12.3200998,0.0187215,262217.702051999978721,3889841.250142999924719
933,818,9.1771202,0.0210257,262267.702051999978721,3889841.250142999924719
934,817,0.8351630,0.0254900,262317.702051999978721,3889841.250142999924719
935,818,3.3675699,0.0760381,262367.702051999978721,3889841.250142999924719
936,815,6.9594102,0.1336430,262417.702051999978721,3889841.250142999924719
937,806,10.1828003,0.1183770,262467.702051999978721,3889841.250142999924719
938,796,6.8221502,0.0665333,262517.702051999978721,3889841.250142999924719
939,793,1.9942900,0.1359470,262567.702051999978721,3889841.250142999924719
940,797,5.2867398,0.1320590,262617.702051999978721,3889841.250142999924719
941,804,7.3879299,0.1206820,262667.702051999978721,3889841.250142999924719
942,810,7.9419599,0.1255780,262717.702051999978721,3889841.250142999924719
943,815,7.8609600,0.1178010,262767.702051999978721,3889841.250142999924719
944,817,8.1481304,0.1460280,262817.702051999978721,3889841.250142999924719
945,816,9.3333902,0.1070010,262867.702051999978721,3889841.250142999924719
946,823,12.7559004,0.1441560,262917.702051999978721,3889841.250142999924719
947,833,11.9912996,0.1189530,262967.702051999978721,3889841.250142999924719
948,841,9.4430199,0.1032560,263017.702051999978721,3889841.250142999924719
949,848,6.5663400,0.1310500,263067.702051999978721,3889841.250142999924719
950,848,3.6469700,0.1709420,263117.702051999978721,3889841.250142999924719
951,850,3.3675699,0.1477560,263167.702051999978721,3889841.250142999924719
952,853,-9999.0000000,0.0756060,263217.702051999978721,3889841.250142999924719
953,-9999,-9999.0000000,0.0021602,263267.702051999978721,3889841.250142999924719
954,686,1.0907500,0.0051844,259367.702052000007825,3889791.250142999924719
955,687,1.8112500,0.0159853,259417.702052000007825,3889791.250142999924719
956,689,1.6327400,0.0069125,259467.702052000007825,3889791.250142999924719
957,690,1.4321001,0.0064805,259517.702052000007825,3889791.250142999924719
958,691,1.5817300,0.0023042,259567.702052000007825,3889791.250142999924719
959,689,1.2968700,0.0046084,259617.702052000007825,3889791.250142999924719
960,691,2.0649300,0.0024482,259667.702052000007825,3889791.250142999924719
961,691,2.0846801,0.0292343,259717.702052000007825,3889791.250142999924719
962,692,1.8337300,0.0289463,259767.702052000007825,3889791.250142999924719
963,693,2.5924101,0.0126730,259817.702052000007825,3889791.250142999924719
964,696,1.5817300,0.0158413,259867.702052000007825,3889791.250142999924719
965,697,0.2864770,0.0043203,259917.702052000007825,3889791.250142999924719
966,697,1.4744101,0.0076326,259967.702052000007825,3889791.250142999924719
967,698,2.0349600,0.0182895,260017.702052000007825,3889791.250142999924719
968,699,2.3696799,0.0241939,260067.702052000007825,3889791.250142999924719
969,702,2.7531400,0.0184335,260117.702052000007825,3889791.250142999924719
970,704,2.7232599,0.0020162,260167.702052000007825,3889791.250142999924719
971,707,2.3084199,0.0061925,260217.702052000007825,3889791.250142999924719
972,708,1.0127500,0.0017281,260267.702052000007825,3889791.250142999924719
973,709,1.2809600,0.0040323,260317.702052000007825,3889791.250142999924719
974,710,1.2809600,0.0257781,260367.702052000007825,3889791.250142999924719
975,711,1.9103400,0.0372990,260417.702052000007825,3889791.250142999924719
976,713,1.7302400,0.0573166,260467.702052000007825,3889791.250142999924719
977,714,1.4321001,0.0443555,260517.702052000007825,3889791.250142999924719
978,716,3.3493299,0.0332667,260567.702052000007825,3889791.250142999924719
979,719,4.3737702,0.0354268,260617.702052000007825,3889791.250142999924719
980,722,4.6093602,0.0093608,260667.702052000007825,3889791.250142999924719
981,727,3.2690899,0.0040323,260717.702052000007825,3889791.250142999924719
982,729,0.2025700,0.0086407,260767.702052000007825,3889791.250142999924719
983,727,2.5765700,0.0083527,260817.702052000007825,3889791.250142999924719
984,728,3.7135000,0.0162733,260867.702052000007825,3889791.250142999924719
985,729,3.9837601,0.0002880,260917.702052000007825,3889791.250142999924719
986,730,4.9904799,0.0135371,260967.702052000007825,3889791.250142999924719
987,731,4.6532798,0.0097928,261017.702052000007825,3889791.250142999924719
988,731,3.1675100,0.0192975,261067.702052000007825,3889791.250142999924719
989,733,3.1996000,0.0479558,261117.702052000007825,3889791.250142999924719
990,737,3.4395700,0.0466597,261167.702052000007825,3889791.250142999924719
991,740,2.5040700,0.0076326,261217.702052000007825,3889791.250142999924719
992,741,2.1807001,0.0044644,261267.702052000007825,3889791.250142999924719
993,742,3.4336300,0.0021602,261317.702052000007825,3889791.250142999924719
994,747,3.1610501,0.0073446,261367.702052000007825,3889791.250142999924719
995,749,2.3084199,0.0059045,261417.702052000007825,3889791.250142999924719
996,750,1.8669500,0.0048964,261467.702052000007825,3889791.250142999924719
997,751,2.0846801,0.0228978,261517.702052000007825,3889791.250142999924719
998,754,4.4521799,0.0614929,261567.702052000007825,3889791.250142999924719
999,759,5.5850801,0.0129610,261617.702052000007825,3889791.250142999924719
1000,764,5.9602599,0.0103688,261667.702052000007825,3889791.250142999924719
1001,770,3.4925900,0.0113769,261717.702052000007825,3889791.250142999924719
1002,769,1.2809600,0.0000000,261767.702052000007825,3889791.250142999924719
1003,767,2.0649300,0.0001440,261817.702052000007825,3889791.250142999924719
1004,772,7.0312901,0.0167053,261867.702052000007825,3889791.250142999924719
1005,779,8.2697096,0.0452196,261917.702052000007825,3889791.250142999924719
1006,785,12.1894999,0.0551564,261967.702052000007825,3889791.250142999924719
1007,799,15.7226000,0.0338427,262017.702052000007825,3889791.250142999924719
1008,809,15.2093000,0.0243379,262067.702052000007825,3889791.250142999924719
1009,823,14.1035004,0.0341307,262117.702052000007825,3889791.250142999924719
1010,834,7.8736701,0.0246260,262167.702051999978721,3889791.250142999924719
1011,827,14.6577997,0.0311065,262217.702051999978721,3889791.250142999924719
1012,811,11.9766998,0.0383071,262267.702051999978721,3889791.250142999924719
1013,814,8.8242598,0.0329786,262317.702051999978721,3889791.250142999924719
1014,817,6.9507399,0.0237619,262367.702051999978721,3889791.250142999924719
1015,818,7.4769902,0.0442115,262417.702051999978721,3889791.250142999924719
1016,807,12.3964996,0.0339867,262467.702051999978721,3889791.250142999924719
1017,795,6.9622998,0.0256340,262517.702051999978721,3889791.250142999924719
1018,793,2.0846801,0.1039760,262567.702051999978721,3889791.250142999924719
1019,798,6.7150402,0.0869829,262617.702051999978721,3889791.250142999924719
1020,805,8.5726805,0.0408993,262667.702051999978721,3889791.250142999924719
1021,814,8.3154202,0.0671094,262717.702051999978721,3889791.250142999924719
1022,820,8.2479696,0.0891431,262767.702051999978721,3889791.250142999924719
1023,825,8.2188797,0.1202500,262817.702051999978721,3889791.250142999924719
1024,826,10.5148001,0.2245140,262867.702051999978721,3889791.250142999924719
1025,834,13.5197001,0.1215460,262917.702051999978721,3889791.250142999924719
1026,843,11.0677996,0.0874150,262967.702051999978721,3889791.250142999924719
1027,844,7.7170501,0.1630210,263017.702051999978721,3889791.250142999924719
1028,850,2.3696799,0.2036320,263067.702051999978721,3889791.250142999924719
1029,849,3.6413701,0.0596208,263117.702051999978721,3889791.250142999924719
1030,847,5.8541098,0.0767581,263167.702051999978721,3889791.250142999924719
1031,848,-9999.0000000,0.0506920,263217.702051999978721,3889791.250142999924719
1032,685,1.3586299,0.0190095,259367.702052000007825,3889741.250142999924719
1033,686,2.4378099,0.0113769,259417.702052000007825,3889741.250142999924719
1034,689,2.2363400,0.0056165,259467.702052000007825,3889741.250142999924719
1035,688,1.8669500,0.0044644,259517.702052000007825,3889741.250142999924719
1036,688,2.0045300,0.0168493,259567.702052000007825,3889741.250142999924719
1037,689,1.9103400,0.0024482,259617.702052000007825,3889741.250142999924719
1038,689,1.7302400,0.0177134,259667.702052000007825,3889741.250142999924719
1039,689,1.6327400,0.0391711,259717.702052000007825,3889741.250142999924719
1040,691,2.8766601,0.0243379,259767.702052000007825,3889741.250142999924719
1041,694,3.6469700,0.0138251,259817.702052000007825,3889741.250142999924719
1042,697,2.2363400,0.0112329,259867.702052000007825,3889741.250142999924719
1043,696,1.2968700,0.0056165,259917.702052000007825,3889741.250142999924719
1044,696,1.4321001,0.0023042,259967.702052000007825,3889741.250142999924719
1045,698,1.4321001,0.0048964,260017.702052000007825,3889741.250142999924719
1046,699,2.1523499,0.0040323,260067.702052000007825,3889741.250142999924719
1047,703,2.8766601,0.0086407,260117.702052000007825,3889741.250142999924719
1048,704,2.8766601,0.0038883,260167.702052000007825,3889741.250142999924719
1049,708,2.3610301,0.0064805,260217.702052000007825,3889741.250142999924719
1050,709,1.1810200,0.0087847,260267.702052000007825,3889741.250142999924719
1051,708,1.6327400,0.0345628,260317.702052000007825,3889741.250142999924719
1052,710,1.9942900,0.0054724,260367.702052000007825,3889741.250142999924719
1053,711,1.6327400,0.0290903,260417.702052000007825,3889741.250142999924719
1054,713,1.4744101,0.0424834,260467.702052000007825,3889741.250142999924719
1055,713,1.4177099,0.0110889,260517.702052000007825,3889741.250142999924719
1056,714,2.8979001,0.0257781,260567.702052000007825,3889741.250142999924719
1057,718,5.1781602,0.0292343,260617.702052000007825,3889741.250142999924719
1058,725,5.8851299,0.0044644,260667.702052000007825,3889741.250142999924719
1059,729,3.6637199,0.0007201,260717.702052000007825,3889741.250142999924719
1060,728,2.7006299,0.0086407,260767.702052000007825,3889741.250142999924719
1061,724,2.1807001,0.0161293,260817.702052000007825,3889741.250142999924719
1062,725,2.0349600,0.0590447,260867.702052000007825,3889741.250142999924719
1063,726,1.4321001,0.0154092,260917.702052000007825,3889741.250142999924719
1064,727,1.6327400,0.0380190,260967.702052000007825,3889741.250142999924719
1065,729,1.8669500,0.0387391,261017.702052000007825,3889741.250142999924719
1066,731,2.3610301,0.0398912,261067.702052000007825,3889741.250142999924719
1067,734,3.4454999,0.0165613,261117.702052000007825,3889741.250142999924719
1068,737,2.8119500,0.0020162,261167.702052000007825,3889741.250142999924719
1069,738,2.2363400,0.0023042,261217.702052000007825,3889741.250142999924719
1070,740,3.2690899,0.0037443,261267.702052000007825,3889741.250142999924719
1071,745,4.0446901,0.0061925,261317.702052000007825,3889741.250142999924719
1072,747,2.2636399,0.0054724,261367.702052000007825,3889741.250142999924719
1073,747,2.0248699,0.0030242,261417.702052000007825,3889741.250142999924719
1074,750,2.6624899,0.0220338,261467.702052000007825,3889741.250142999924719
1075,752,2.4628699,0.0463717,261517.702052000007825,3889741.250142999924719
1076,753,5.0991602,0.0262101,261567.702052000007825,3889741.250142999924719
1077,760,6.9853802,0.0110889,261617.702052000007825,3889741.250142999924719
1078,765,5.7176800,0.0213137,261667.702052000007825,3889741.250142999924719
1079,771,2.0349600,0.0069125,261717.702052000007825,3889741.250142999924719
1080,769,3.2376900,0.0002880,261767.702052000007825,3889741.250142999924719
1081,766,2.5040700,0.0096488,261817.702052000007825,3889741.250142999924719
1082,770,6.4109201,0.0132491,261867.702052000007825,3889741.250142999924719
1083,776,6.6335301,0.0378750,261917.702052000007825,3889741.250142999924719
1084,779,11.1800003,0.0675414,261967.702052000007825,3889741.250142999924719
1085,795,15.1651001,0.0478118,262017.702052000007825,3889741.250142999924719
1086,807,13.6094999,0.0444996,262067.702052000007825,3889741.250142999924719
1087,818,11.4467001,0.0285143,262117.702052000007825,3889741.250142999924719
1088,824,9.6644096,0.0168493,262167.702051999978721,3889741.250142999924719
1089,820,13.7772999,0.0226098,262217.702051999978721,3889741.250142999924719
1090,802,12.0796003,0.0352828,262267.702051999978721,3889741.250142999924719
1091,801,10.2194004,0.0439235,262317.702051999978721,3889741.250142999924719
1092,806,12.9793997,0.0280822,262367.702051999978721,3889741.250142999924719
1093,808,13.3494997,0.0240499,262417.702051999978721,3889741.250142999924719
1094,798,12.9483004,0.0338427,262467.702051999978721,3889741.250142999924719
1095,790,3.0824900,0.0578926,262517.702051999978721,3889741.250142999924719
1096,794,5.7810602,0.1157850,262567.702051999978721,3889741.250142999924719
1097,797,8.1383200,0.1700780,262617.702051999978721,3889741.250142999924719
1098,806,8.4036798,0.1339310,262667.702051999978721,3889741.250142999924719
1099,812,9.0946398,0.1166490,262717.702051999978721,3889741.250142999924719
1100,822,11.3666000,0.1149210,262767.702051999978721,3889741.250142999924719
1101,832,11.8238001,0.0583247,262817.702051999978721,3889741.250142999924719
1102,832,15.9157000,0.0807904,262867.702051999978721,3889741.250142999924719
1103,842,16.3283997,0.0751740,262917.702051999978721,3889741.250142999924719
1104,848,10.3150997,0.1720940,262967.702051999978721,3889741.250142999924719
1105,853,3.8642499,0.2404990,263017.702051999978721,3889741.250142999924719
1106,852,4.5426798,0.0848228,263067.702051999978721,3889741.250142999924719
1107,843,7.8533201,0.0806464,263117.702051999978721,3889741.250142999924719
1108,838,6.3349199,0.0681174,263167.702051999978721,3889741.250142999924719
1109,841,-9999.0000000,0.0246260,263217.702051999978721,3889741.250142999924719
1110,684,0.4529530,0.0205936,259367.702052000007825,3889691.250142999924719
1111,684,1.6327400,0.0205936,259417.702052000007825,3889691.250142999924719
1112,686,2.5040700,0.0099368,259467.702052000007825,3889691.250142999924719
1113,687,1.8112500,0.0211697,259517.702052000007825,3889691.250142999924719
1114,687,1.2968700,0.0201616,259567.702052000007825,3889691.250142999924719
1115,686,1.4744101,0.0640851,259617.702052000007825,3889691.250142999924719
1116,688,1.7420501,0.0829506,259667.702052000007825,3889691.250142999924719
1117,689,2.3696799,0.0180014,259717.702052000007825,3889691.250142999924719
1118,692,3.8003800,0.0028802,259767.702052000007825,3889691.250142999924719
1119,697,3.3675699,0.0056165,259817.702052000007825,3889691.250142999924719
1120,699,1.5423599,0.0057605,259867.702052000007825,3889691.250142999924719
1121,699,1.2968700,0.0063365,259917.702052000007825,3889691.250142999924719
1122,699,1.5423599,0.0051844,259967.702052000007825,3889691.250142999924719
1123,700,0.6405600,0.0027362,260017.702052000007825,3889691.250142999924719
1124,699,1.2809600,0.0005760,260067.702052000007825,3889691.250142999924719
1125,701,3.0824900,0.0182895,260117.702052000007825,3889691.250142999924719
1126,704,3.1675100,0.0440675,260167.702052000007825,3889691.250142999924719
1127,706,2.0349600,0.0553004,260217.702052000007825,3889691.250142999924719
1128,706,1.7183599,0.0328346,260267.702052000007825,3889691.250142999924719
1129,706,2.0349600,0.0072006,260317.702052000007825,3889691.250142999924719
1130,709,2.6624899,0.0603408,260367.702052000007825,3889691.250142999924719
1131,711,2.2636399,0.0527082,260417.702052000007825,3889691.250142999924719
1132,711,2.2636399,0.0083527,260467.702052000007825,3889691.250142999924719
1133,713,1.8225300,0.0236179,260517.702052000007825,3889691.250142999924719
1134,713,2.1139500,0.0347068,260567.702052000007825,3889691.250142999924719
1135,715,4.0897899,0.0352828,260617.702052000007825,3889691.250142999924719
1136,718,6.4673200,0.0033123,260667.702052000007825,3889691.250142999924719
1137,723,6.4109201,0.0007201,260717.702052000007825,3889691.250142999924719
1138,725,3.4336300,0.0162733,260767.702052000007825,3889691.250142999924719
1139,723,1.1810200,0.0829506,260817.702052000007825,3889691.250142999924719
1140,726,2.1523499,0.0946155,260867.702052000007825,3889691.250142999924719
1141,728,1.0127500,0.0995119,260917.702052000007825,3889691.250142999924719
1142,728,1.0328000,0.0544363,260967.702052000007825,3889691.250142999924719
1143,729,1.9210401,0.0290903,261017.702052000007825,3889691.250142999924719
1144,730,2.7157400,0.0087847,261067.702052000007825,3889691.250142999924719
1145,733,3.3493299,0.0002880,261117.702052000007825,3889691.250142999924719
1146,736,2.7531400,0.0122410,261167.702052000007825,3889691.250142999924719
1147,737,1.9942900,0.0214577,261217.702052000007825,3889691.250142999924719
1148,738,3.0891199,0.0105128,261267.702052000007825,3889691.250142999924719
1149,742,4.1687398,0.0092167,261317.702052000007825,3889691.250142999924719
1150,746,2.6624899,0.0090727,261367.702052000007825,3889691.250142999924719
1151,746,1.6699700,0.0061925,261417.702052000007825,3889691.250142999924719
1152,747,2.9468801,0.0442115,261467.702052000007825,3889691.250142999924719
1153,749,3.9270599,0.0060485,261517.702052000007825,3889691.250142999924719
1154,751,6.4454498,0.0109449,261567.702052000007825,3889691.250142999924719
1155,760,7.8329101,0.0185775,261617.702052000007825,3889691.250142999924719
1156,766,5.6571498,0.0227538,261667.702052000007825,3889691.250142999924719
1157,767,5.1506500,0.0054724,261717.702052000007825,3889691.250142999924719
1158,764,4.9700899,0.0002880,261767.702052000007825,3889691.250142999924719
1159,764,4.0947700,0.0120970,261817.702052000007825,3889691.250142999924719
1160,768,6.5663400,0.0442115,261867.702052000007825,3889691.250142999924719
1161,774,7.0882502,0.0365789,261917.702052000007825,3889691.250142999924719
1162,779,10.4812002,0.0407553,261967.702052000007825,3889691.250142999924719
1163,791,14.7076998,0.0469477,262017.702052000007825,3889691.250142999924719
1164,804,14.0483999,0.0345628,262067.702052000007825,3889691.250142999924719
1165,814,8.8982601,0.0282263,262117.702052000007825,3889691.250142999924719
1166,813,11.0483999,0.0315385,262167.702051999978721,3889691.250142999924719
1167,810,12.1004000,0.0201616,262217.702051999978721,3889691.250142999924719
1168,804,10.7306004,0.0273622,262267.702051999978721,3889691.250142999924719
1169,793,8.3441601,0.0568845,262317.702051999978721,3889691.250142999924719
1170,794,11.0907001,0.0482439,262367.702051999978721,3889691.250142999924719
1171,795,10.8827000,0.0442115,262417.702051999978721,3889691.250142999924719
1172,787,5.1781602,0.0446436,262467.702051999978721,3889691.250142999924719
1173,791,6.1472502,0.1029680,262517.702051999978721,3889691.250142999924719
1174,801,10.2903004,0.0578926,262567.702051999978721,3889691.250142999924719
1175,808,10.2693005,0.1260100,262617.702051999978721,3889691.250142999924719
1176,811,9.7051897,0.1241380,262667.702051999978721,3889691.250142999924719
1177,816,12.0347004,0.1029680,262717.702051999978721,3889691.250142999924719
1178,826,17.5165005,0.0995119,262767.702051999978721,3889691.250142999924719
1179,840,22.4993992,0.0522762,262817.702051999978721,3889691.250142999924719
1180,854,25.0035000,0.0092167,262867.702051999978721,3889691.250142999924719
1181,864,19.9470005,0.0361469,262917.702051999978721,3889691.250142999924719
1182,859,11.6901999,0.1844790,262967.702051999978721,3889691.250142999924719
1183,852,6.6061301,0.0894311,263017.702051999978721,3889691.250142999924719
1184,845,8.5540800,0.0761821,263067.702051999978721,3889691.250142999924719
1185,838,7.0398698,0.0535723,263117.702051999978721,3889691.250142999924719
1186,836,3.4395700,0.0551564,263167.702051999978721,3889691.250142999924719
1187,837,-9999.0000000,0.0024482,263217.702051999978721,3889691.250142999924719
1188,684,1.7183599,0.0002880,259317.702052000007825,3889641.250142999924719
1189,685,0.2025700,0.0403232,259367.702052000007825,3889641.250142999924719
1190,684,0.9058500,0.0505480,259417.702052000007825,3889641.250142999924719
1191,684,1.8669500,0.0627890,259467.702052000007825,3889641.250142999924719
1192,685,2.0649300,0.1134810,259517.702052000007825,3889641.250142999924719
1193,687,0.2864770,0.1055600,259567.702052000007825,3889641.250142999924719
1194,685,1.1810200,0.0351388,259617.702052000007825,3889641.250142999924719
1195,689,3.5332699,0.0119530,259667.702052000007825,3889641.250142999924719
1196,691,3.6637199,0.0038883,259717.702052000007825,3889641.250142999924719
1197,694,3.0957301,0.0053284,259767.702052000007825,3889641.250142999924719
1198,695,2.0045300,0.0036003,259817.702052000007825,3889641.250142999924719
1199,697,1.9942900,0.0043203,259867.702052000007825,3889641.250142999924719
1200,699,0.8102310,0.0011521,259917.702052000007825,3889641.250142999924719
1201,699,0.7303410,0.0017281,259967.702052000007825,3889641.250142999924719
1202,699,0.7303410,0.0004320,260017.702052000007825,3889641.250142999924719
1203,698,0.8102310,0.0000000,260067.702052000007825,3889641.250142999924719
1204,700,3.0357201,0.0191535,260117.702052000007825,3889641.250142999924719
1205,703,3.2939899,0.0299544,260167.702052000007825,3889641.250142999924719
1206,706,0.8351630,0.0195856,260217.702052000007825,3889641.250142999924719
1207,705,1.1810200,0.0217457,260267.702052000007825,3889641.250142999924719
1208,706,2.0649300,0.0306744,260317.702052000007825,3889641.250142999924719
1209,707,2.8624101,0.0427714,260367.702052000007825,3889641.250142999924719
1210,708,2.6315701,0.0370110,260417.702052000007825,3889641.250142999924719
1211,709,1.9210401,0.0434915,260467.702052000007825,3889641.250142999924719
1212,711,1.7302400,0.0237619,260517.702052000007825,3889641.250142999924719
1213,713,2.0846801,0.0717177,260567.702052000007825,3889641.250142999924719
1214,715,1.9103400,0.0617809,260617.702052000007825,3889641.250142999924719
1215,715,2.7006299,0.0593327,260667.702052000007825,3889641.250142999924719
1216,718,4.5202298,0.0565965,260717.702052000007825,3889641.250142999924719
1217,722,3.0424500,0.0617809,260767.702052000007825,3889641.250142999924719
1218,723,1.8112500,0.0384511,260817.702052000007825,3889641.250142999924719
1219,725,2.0248699,0.0444996,260867.702052000007825,3889641.250142999924719
1220,726,1.0328000,0.0421954,260917.702052000007825,3889641.250142999924719
1221,726,1.0127500,0.0581806,260967.702052000007825,3889641.250142999924719
1222,727,2.0846801,0.0370110,261017.702052000007825,3889641.250142999924719
1223,730,2.5365500,0.0486759,261067.702052000007825,3889641.250142999924719
1224,732,2.2906101,0.0531402,261117.702052000007825,3889641.250142999924719
1225,734,2.6393399,0.0514121,261167.702052000007825,3889641.250142999924719
1226,737,3.1610501,0.0560205,261217.702052000007825,3889641.250142999924719
1227,740,2.4461901,0.0612049,261267.702052000007825,3889641.250142999924719
1228,741,2.5924101,0.0378750,261317.702052000007825,3889641.250142999924719
1229,744,3.1996000,0.0100808,261367.702052000007825,3889641.250142999924719
1230,746,0.4529530,0.0583247,261417.702052000007825,3889641.250142999924719
1231,745,1.5423599,0.0063365,261467.702052000007825,3889641.250142999924719
1232,745,3.4925900,0.0005760,261517.702052000007825,3889641.250142999924719
1233,749,6.8457098,0.0100808,261567.702052000007825,3889641.250142999924719
1234,756,7.8914399,0.0024482,261617.702052000007825,3889641.250142999924719
1235,759,7.1222000,0.0051844,261667.702052000007825,3889641.250142999924719
1236,760,6.7389898,0.0000000,261717.702052000007825,3889641.250142999924719
1237,761,4.7355800,0.0007201,261767.702052000007825,3889641.250142999924719
1238,760,3.9270599,0.0282263,261817.702052000007825,3889641.250142999924719
1239,764,5.8679199,0.0280822,261867.702052000007825,3889641.250142999924719
