FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
1059,697,3.0462301,0.0461260,259832.702052000007825,3889974.850140000227839
1060,694,2.6052001,0.0560262,259872.702052000007825,3889974.850140000227839
1061,696,2.8846400,0.0252005,259912.702052000007825,3889974.850140000227839
1062,698,3.4026401,0.0596263,259952.702052000007825,3889974.850140000227839
1063,701,2.3332300,0.0555762,259992.702052000007825,3889974.850140000227839
1064,701,3.3932500,0.0285756,260032.702052000007825,3889974.850140000227839
1065,706,5.2723298,0.0211504,260072.702052000007825,3889974.850140000227839
1066,708,2.3332300,0.0342007,260112.702052000007825,3889974.850140000227839
1067,707,1.4321001,0.0022500,260152.702052000007825,3889974.850140000227839
1068,706,1.0741700,0.0087752,260192.702052000007825,3889974.850140000227839
1069,707,3.0878799,0.0483760,260232.702052000007825,3889974.850140000227839
1070,710,3.2194901,0.0135003,260272.702052000007825,3889974.850140000227839
1071,711,2.8624101,0.0108002,260312.702052000007825,3889974.850140000227839
1072,714,3.0462301,0.0234005,260352.702052000007825,3889974.850140000227839
1073,716,0.9128990,0.0087752,260392.702052000007825,3889974.850140000227839
1074,715,0.0000000,0.0013500,260432.702052000007825,3889974.850140000227839
1075,715,2.6897199,0.0004500,260472.702052000007825,3889974.850140000227839
1076,719,3.0462301,0.0198004,260512.702052000007825,3889974.850140000227839
1077,720,2.0871301,0.0015750,260552.702052000007825,3889974.850140000227839
1078,722,2.8846400,0.0157503,260592.702052000007825,3889974.850140000227839
1079,724,2.4923000,0.0063001,260632.702052000007825,3889974.850140000227839
1080,725,1.0741700,0.0092252,260672.702052000007825,3889974.850140000227839
1081,725,1.3633400,0.0081002,260712.702052000007825,3889974.850140000227839
1082,726,2.4007900,0.0382508,260752.702052000007825,3889974.850140000227839
1083,727,3.0775199,0.0398258,260792.702052000007825,3889974.850140000227839
1084,730,4.3627000,0.0211504,260832.702052000007825,3889974.850140000227839
1085,734,5.2057700,0.0090002,260872.702052000007825,3889974.850140000227839
1086,737,7.1294198,0.0038251,260912.702052000007825,3889974.850140000227839
1087,744,7.3033900,0.0011250,260952.702052000007825,3889974.850140000227839
1088,747,3.0775199,0.0011250,260992.702052000007825,3889974.850140000227839
1089,747,3.7333701,0.0015750,261032.702052000007825,3889974.850140000227839
1090,745,4.6450801,0.0009000,261072.702052000007825,3889974.850140000227839
1091,746,4.2891502,0.0004500,261112.702052000007825,3889974.850140000227839
1092,744,4.3039598,0.0000000,261152.702052000007825,3889974.850140000227839
1093,747,4.6587400,0.0074252,261192.702052000007825,3889974.850140000227839
1094,745,4.4990802,0.0027001,261232.702052000007825,3889974.850140000227839
1095,747,5.8905001,0.0006750,261272.702052000007825,3889974.850140000227839
1096,750,5.9968300,0.0033751,261312.702052000007825,3889974.850140000227839
1097,750,5.3261600,0.0006750,261352.702052000007825,3889974.850140000227839
1098,751,4.5202298,0.0049501,261392.702052000007825,3889974.850140000227839
1099,751,3.8510301,0.0103502,261432.702052000007825,3889974.850140000227839
1100,752,3.5494800,0.0306007,261472.702052000007825,3889974.850140000227839
1101,754,3.4399400,0.0337507,261512.702052000007825,3889974.850140000227839
1102,757,2.9503500,0.0267756,261552.702052000007825,3889974.850140000227839
1103,759,3.7926600,0.0425259,261592.702052000007825,3889974.850140000227839
1104,763,3.5224199,0.0130503,261632.702052000007825,3889974.850140000227839
1105,763,3.2978599,0.1104770,261672.702052000007825,3889974.850140000227839
1106,765,3.3267701,0.1008020,261712.702052000007825,3889974.850140000227839
1107,767,1.7899100,0.0762766,261752.702052000007825,3889974.850140000227839
1108,768,3.8510301,0.0263256,261792.702052000007825,3889974.850140000227839
1109,773,6.7114801,0.0114752,261832.702052000007825,3889974.850140000227839
1110,777,8.0533400,0.0220505,261872.702052000007825,3889974.850140000227839
1111,783,10.0861998,0.0180004,261912.702052000007825,3889974.850140000227839
1112,790,12.1892004,0.0301506,261952.702052000007825,3889974.850140000227839
1113,800,13.5306997,0.0265506,261992.702052000007825,3889974.850140000227839
1114,808,16.8439007,0.0274506,262032.702052000007825,3889974.850140000227839
1115,824,16.4122009,0.0155253,262072.702052000007825,3889974.850140000227839
1116,832,8.9016104,0.0220505,262112.702052000007825,3889974.850140000227839
1117,834,3.8010499,0.0801017,262152.702051999978721,3889974.850140000227839
1118,828,8.1611404,0.1161020,262192.702051999978721,3889974.850140000227839
1119,823,8.1878500,0.1615530,262232.702051999978721,3889974.850140000227839
1120,817,8.2106800,0.1329780,262272.702051999978721,3889974.850140000227839
1121,812,4.5202298,0.0940520,262312.702051999978721,3889974.850140000227839
1122,812,2.7946200,0.0720015,262352.702051999978721,3889974.850140000227839
1123,810,3.5494800,0.1424280,262392.702051999978721,3889974.850140000227839
1124,808,4.0760598,0.0391508,262432.702051999978721,3889974.850140000227839
1125,805,3.9571199,0.0690765,262472.702051999978721,3889974.850140000227839
1126,806,6.2038798,0.0434259,262512.702051999978721,3889974.850140000227839
1127,808,7.6101999,0.0357758,262552.702051999978721,3889974.850140000227839
1128,808,7.0004802,0.0382508,262592.702051999978721,3889974.850140000227839
1129,805,5.4204998,0.0447760,262632.702051999978721,3889974.850140000227839
1130,806,5.4496398,0.0166504,262672.702051999978721,3889974.850140000227839
1131,811,8.8245401,0.0036001,262712.702051999978721,3889974.850140000227839
1132,816,10.4157000,0.0157503,262752.702051999978721,3889974.850140000227839
1133,818,11.0732002,0.0488260,262792.702051999978721,3889974.850140000227839
1134,820,10.5618000,0.0623263,262832.702051999978721,3889974.850140000227839
1135,821,9.7540102,0.0357758,262872.702051999978721,3889974.850140000227839
1136,820,8.0066795,0.0319507,262912.702051999978721,3889974.850140000227839
1137,820,5.8039899,0.0193504,262952.702051999978721,3889974.850140000227839
1138,826,6.1579199,0.0004500,262992.702051999978721,3889974.850140000227839
1139,691,1.9768800,0.0200254,259432.702052000007825,3889934.850140000227839
1140,692,1.2658600,0.0308257,259472.702052000007825,3889934.850140000227839
1141,692,1.4321001,0.0146253,259512.702052000007825,3889934.850140000227839
1142,693,1.3633400,0.0168754,259552.702052000007825,3889934.850140000227839
1143,694,0.9128990,0.0252005,259592.702052000007825,3889934.850140000227839
1144,695,1.0439100,0.0002250,259632.702052000007825,3889934.850140000227839
1145,695,1.5398700,0.0020250,259672.702052000007825,3889934.850140000227839
1146,696,1.7899100,0.0018000,259712.702052000007825,3889934.850140000227839
1147,697,1.2909200,0.0047251,259752.702052000007825,3889934.850140000227839
1148,697,1.2909200,0.0015750,259792.702052000007825,3889934.850140000227839
1149,695,2.4923000,0.0787517,259832.702052000007825,3889934.850140000227839
1150,693,0.8006810,0.1057520,259872.702052000007825,3889934.850140000227839
1151,695,3.1695199,0.0243005,259912.702052000007825,3889934.850140000227839
1152,698,4.2067399,0.0083252,259952.702052000007825,3889934.850140000227839
1153,701,2.3874300,0.0117002,259992.702052000007825,3889934.850140000227839
1154,701,1.7899100,0.0114752,260032.702052000007825,3889934.850140000227839
1155,702,4.3627000,0.0132753,260072.702052000007825,3889934.850140000227839
1156,706,3.8010499,0.0101252,260112.702052000007825,3889934.850140000227839
1157,707,1.0439100,0.0038251,260152.702052000007825,3889934.850140000227839
1158,707,0.2532120,0.0047251,260192.702052000007825,3889934.850140000227839
1159,707,2.3332300,0.0137253,260232.702052000007825,3889934.850140000227839
1160,710,3.5941300,0.0013500,260272.702052000007825,3889934.850140000227839
1161,712,2.7368400,0.0006750,260312.702052000007825,3889934.850140000227839
1162,714,2.5304899,0.0006750,260352.702052000007825,3889934.850140000227839
1163,716,1.2909200,0.0180004,260392.702052000007825,3889934.850140000227839
1164,715,0.9128990,0.0229505,260432.702052000007825,3889934.850140000227839
1165,717,2.7368400,0.0182254,260472.702052000007825,3889934.850140000227839
1166,719,1.5189300,0.0040501,260512.702052000007825,3889934.850140000227839
1167,719,3.0566900,0.0245255,260552.702052000007825,3889934.850140000227839
1168,720,4.0446901,0.0202504,260592.702052000007825,3889934.850140000227839
1169,722,3.9247899,0.0150753,260632.702052000007825,3889934.850140000227839
1170,725,2.2636399,0.0663764,260672.702052000007825,3889934.850140000227839
1171,725,2.0406101,0.0729015,260712.702052000007825,3889934.850140000227839
1172,728,3.4399400,0.0328507,260752.702052000007825,3889934.850140000227839
1173,730,3.8261299,0.0146253,260792.702052000007825,3889934.850140000227839
1174,732,3.1996000,0.0065251,260832.702052000007825,3889934.850140000227839
1175,734,3.2978599,0.0036001,260872.702052000007825,3889934.850140000227839
1176,737,5.9968300,0.0009000,260912.702052000007825,3889934.850140000227839
1177,741,7.0184102,0.0069752,260952.702052000007825,3889934.850140000227839
1178,745,3.3743899,0.0009000,260992.702052000007825,3889934.850140000227839
1179,743,4.0760598,0.0069752,261032.702052000007825,3889934.850140000227839
1180,741,3.7588899,0.0000000,261072.702052000007825,3889934.850140000227839
1181,744,3.9490600,0.0040501,261112.702052000007825,3889934.850140000227839
1182,743,4.2067399,0.0000000,261152.702052000007825,3889934.850140000227839
1183,741,3.9329000,0.0033751,261192.702052000007825,3889934.850140000227839
1184,741,3.3932500,0.0445509,261232.702052000007825,3889934.850140000227839
1185,743,4.1687398,0.0004500,261272.702052000007825,3889934.850140000227839
1186,744,4.7931800,0.0092252,261312.702052000007825,3889934.850140000227839
1187,746,4.3260899,0.0067501,261352.702052000007825,3889934.850140000227839
1188,748,3.1289699,0.0605263,261392.702052000007825,3889934.850140000227839
1189,750,2.5050900,0.0533261,261432.702052000007825,3889934.850140000227839
1190,752,3.3932500,0.0639014,261472.702052000007825,3889934.850140000227839
1191,755,3.3932500,0.0384758,261512.702052000007825,3889934.850140000227839
1192,757,2.8846400,0.0344257,261552.702052000007825,3889934.850140000227839
1193,759,3.0878799,0.0141753,261592.702052000007825,3889934.850140000227839
1194,761,2.6417601,0.0461260,261632.702052000007825,3889934.850140000227839
1195,762,2.4007900,0.0744766,261672.702052000007825,3889934.850140000227839
1196,764,3.7926600,0.0283506,261712.702052000007825,3889934.850140000227839
1197,768,3.4026401,0.0105752,261752.702052000007825,3889934.850140000227839
1198,769,3.9971700,0.0029251,261792.702052000007825,3889934.850140000227839
1199,773,5.7216601,0.0288006,261832.702052000007825,3889934.850140000227839
1200,777,6.4187899,0.0258755,261872.702052000007825,3889934.850140000227839
1201,781,9.0570698,0.0443259,261912.702052000007825,3889934.850140000227839
1202,789,12.5110998,0.0150753,261952.702052000007825,3889934.850140000227839
1203,800,16.0543003,0.0236255,261992.702052000007825,3889934.850140000227839
1204,815,18.4034004,0.0090002,262032.702052000007825,3889934.850140000227839
1205,828,15.6550999,0.0108002,262072.702052000007825,3889934.850140000227839
1206,836,9.1014500,0.0231755,262112.702052000007825,3889934.850140000227839
1207,838,5.8257399,0.0909019,262152.702051999978721,3889934.850140000227839
1208,831,10.5298996,0.0780767,262192.702051999978721,3889934.850140000227839
1209,825,10.0861998,0.1037270,262232.702051999978721,3889934.850140000227839
1210,817,9.1286497,0.2598810,262272.702051999978721,3889934.850140000227839
1211,812,5.4612598,0.2031790,262312.702051999978721,3889934.850140000227839
1212,809,2.6897199,0.1656040,262352.702051999978721,3889934.850140000227839
1213,808,2.6052001,0.1597530,262392.702051999978721,3889934.850140000227839
1214,806,3.8592999,0.1959790,262432.702051999978721,3889934.850140000227839
1215,803,3.6206501,0.1451280,262472.702051999978721,3889934.850140000227839
1216,802,4.3480902,0.0717765,262512.702051999978721,3889934.850140000227839
1217,802,6.4285998,0.0805517,262552.702051999978721,3889934.850140000227839
1218,803,6.2444401,0.0594013,262592.702051999978721,3889934.850140000227839
1219,803,4.4707198,0.0330757,262632.702051999978721,3889934.850140000227839
1220,802,4.6107402,0.0319507,262672.702051999978721,3889934.850140000227839
1221,805,6.8230700,0.0200254,262712.702051999978721,3889934.850140000227839
1222,808,6.7255301,0.0589513,262752.702051999978721,3889934.850140000227839
1223,810,7.4057298,0.0616513,262792.702051999978721,3889934.850140000227839
1224,814,7.2516599,0.0508511,262832.702051999978721,3889934.850140000227839
1225,815,5.6716800,0.0657014,262872.702051999978721,3889934.850140000227839
1226,815,4.4134402,0.1116020,262912.702051999978721,3889934.850140000227839
1227,820,8.1611404,0.0787517,262952.702051999978721,3889934.850140000227839
1228,827,8.1916599,0.2169050,262992.702051999978721,3889934.850140000227839
1229,830,6.0545001,0.1444530,263032.702051999978721,3889934.850140000227839
1230,832,5.5760102,0.0272256,263072.702051999978721,3889934.850140000227839
1231,835,8.2220697,0.0027001,263112.702051999978721,3889934.850140000227839
1232,689,2.8287201,0.0040501,259392.702052000007825,3889894.850140000227839
1233,689,2.6052001,0.0344257,259432.702052000007825,3889894.850140000227839
1234,690,2.5304899,0.0252005,259472.702052000007825,3889894.850140000227839
1235,692,2.4923000,0.0083252,259512.702052000007825,3889894.850140000227839
1236,694,1.2909200,0.0056251,259552.702052000007825,3889894.850140000227839
1237,694,1.8253300,0.0040501,259592.702052000007825,3889894.850140000227839
1238,693,2.3332300,0.0006750,259632.702052000007825,3889894.850140000227839
1239,693,2.2777200,0.0020250,259672.702052000007825,3889894.850140000227839
1240,695,1.7899100,0.0031501,259712.702052000007825,3889894.850140000227839
1241,695,2.3332300,0.0024751,259752.702052000007825,3889894.850140000227839
1242,696,1.9768800,0.0074252,259792.702052000007825,3889894.850140000227839
1243,695,0.9128990,0.0270006,259832.702052000007825,3889894.850140000227839
1244,694,1.3633400,0.0027001,259872.702052000007825,3889894.850140000227839
1245,694,1.9768800,0.0060751,259912.702052000007825,3889894.850140000227839
1246,697,4.0760598,0.0114752,259952.702052000007825,3889894.850140000227839
1247,700,3.1695199,0.0191254,259992.702052000007825,3889894.850140000227839
1248,701,1.0741700,0.0058501,260032.702052000007825,3889894.850140000227839
1249,701,2.3332300,0.0004500,260072.702052000007825,3889894.850140000227839
1250,704,3.5133500,0.0013500,260112.702052000007825,3889894.850140000227839
1251,706,1.8427900,0.0013500,260152.702052000007825,3889894.850140000227839
1252,707,0.8006810,0.0189004,260192.702052000007825,3889894.850140000227839
1253,707,2.1475899,0.0099002,260232.702052000007825,3889894.850140000227839
1254,710,3.5941300,0.0011250,260272.702052000007825,3889894.850140000227839
1255,713,2.4923000,0.0006750,260312.702052000007825,3889894.850140000227839
1256,713,2.0871301,0.0027001,260352.702052000007825,3889894.850140000227839
1257,714,2.6052001,0.0069752,260392.702052000007825,3889894.850140000227839
1258,714,3.1289699,0.0148503,260432.702052000007825,3889894.850140000227839
1259,718,2.4007900,0.0049501,260472.702052000007825,3889894.850140000227839
1260,717,2.6417601,0.0094502,260512.702052000007825,3889894.850140000227839
1261,715,2.9611499,0.0702015,260552.702052000007825,3889894.850140000227839
1262,718,4.2965698,0.0821267,260592.702052000007825,3889894.850140000227839
1263,721,3.9490600,0.0612013,260632.702052000007825,3889894.850140000227839
1264,724,2.8846400,0.0240755,260672.702052000007825,3889894.850140000227839
1265,726,2.5304899,0.0240755,260712.702052000007825,3889894.850140000227839
1266,728,3.2978599,0.0029251,260752.702052000007825,3889894.850140000227839
1267,731,3.5133500,0.0103502,260792.702052000007825,3889894.850140000227839
1268,733,1.9276900,0.0076502,260832.702052000007825,3889894.850140000227839
1269,732,2.0406101,0.0018000,260872.702052000007825,3889894.850140000227839
1270,734,5.3970799,0.0015750,260912.702052000007825,3889894.850140000227839
1271,739,7.4057298,0.0004500,260952.702052000007825,3889894.850140000227839
1272,744,3.6206501,0.0063001,260992.702052000007825,3889894.850140000227839
1273,742,3.7926600,0.0024751,261032.702052000007825,3889894.850140000227839
1274,740,2.9503500,0.0006750,261072.702052000007825,3889894.850140000227839
1275,740,3.7588899,0.0011250,261112.702052000007825,3889894.850140000227839
1276,739,3.4026401,0.0058501,261152.702052000007825,3889894.850140000227839
1277,740,2.0406101,0.0450010,261192.702052000007825,3889894.850140000227839
1278,742,1.4321001,0.0117002,261232.702052000007825,3889894.850140000227839
1279,742,1.2658600,0.0252005,261272.702052000007825,3889894.850140000227839
1280,743,2.3332300,0.0335257,261312.702052000007825,3889894.850140000227839
1281,745,3.7588899,0.0072001,261352.702052000007825,3889894.850140000227839
1282,749,3.7926600,0.0114752,261392.702052000007825,3889894.850140000227839
1283,751,3.2978599,0.0085502,261432.702052000007825,3889894.850140000227839
1284,754,3.0462301,0.0002250,261472.702052000007825,3889894.850140000227839
1285,756,2.4923000,0.0117002,261512.702052000007825,3889894.850140000227839
1286,757,2.8846400,0.0236255,261552.702052000007825,3889894.850140000227839
1287,759,2.8846400,0.0405009,261592.702052000007825,3889894.850140000227839
1288,760,2.7251401,0.0632263,261632.702052000007825,3889894.850140000227839
1289,762,3.0462301,0.0708765,261672.702052000007825,3889894.850140000227839
1290,764,3.7588899,0.0319507,261712.702052000007825,3889894.850140000227839
1291,767,3.7588899,0.0087752,261752.702052000007825,3889894.850140000227839
1292,770,3.6469700,0.0002250,261792.702052000007825,3889894.850140000227839
1293,773,5.1996698,0.0002250,261832.702052000007825,3889894.850140000227839
1294,777,7.2038898,0.0105752,261872.702052000007825,3889894.850140000227839
1295,783,9.4058905,0.0119253,261912.702052000007825,3889894.850140000227839
1296,791,11.5150003,0.0090002,261952.702052000007825,3889894.850140000227839
1297,799,16.4958000,0.0191254,261992.702052000007825,3889894.850140000227839
1298,813,18.7947006,0.0240755,262032.702052000007825,3889894.850140000227839
1299,825,15.4235001,0.0204754,262072.702052000007825,3889894.850140000227839
1300,836,11.1034002,0.0139503,262112.702052000007825,3889894.850140000227839
1301,843,1.4321001,0.0398258,262152.702051999978721,3889894.850140000227839
1302,835,10.4626999,0.0416259,262192.702051999978721,3889894.850140000227839
1303,827,11.9413004,0.0751516,262232.702051999978721,3889894.850140000227839
1304,820,9.7666397,0.1194780,262272.702051999978721,3889894.850140000227839
1305,814,6.1373801,0.1413030,262312.702051999978721,3889894.850140000227839
1306,811,5.7547402,0.2027290,262352.702051999978721,3889894.850140000227839
1307,809,5.7547402,0.1500780,262392.702051999978721,3889894.850140000227839
1308,807,6.1373801,0.0765016,262432.702051999978721,3889894.850140000227839
1309,803,5.7547402,0.1325280,262472.702051999978721,3889894.850140000227839
1310,800,4.8589902,0.1833790,262512.702051999978721,3889894.850140000227839
1311,798,5.4612598,0.1300530,262552.702051999978721,3889894.850140000227839
1312,798,5.6437101,0.0650264,262592.702051999978721,3889894.850140000227839
1313,800,3.8261299,0.1210530,262632.702051999978721,3889894.850140000227839
1314,801,3.9329000,0.1656040,262672.702051999978721,3889894.850140000227839
1315,805,5.3082800,0.1741540,262712.702051999978721,3889894.850140000227839
1316,808,3.8261299,0.1739290,262752.702051999978721,3889894.850140000227839
1317,808,3.3267701,0.1701040,262792.702051999978721,3889894.850140000227839
1318,811,2.6052001,0.1449030,262832.702051999978721,3889894.850140000227839
1319,812,3.1695199,0.1284780,262872.702051999978721,3889894.850140000227839
1320,816,7.8966599,0.1095770,262912.702051999978721,3889894.850140000227839
1321,824,11.1499996,0.0596263,262952.702051999978721,3889894.850140000227839
1322,831,10.4157000,0.1516530,262992.702051999978721,3889894.850140000227839
1323,836,9.6905499,0.2097040,263032.702051999978721,3889894.850140000227839
1324,838,10.3269997,0.1635780,263072.702051999978721,3889894.850140000227839
1325,841,9.8920603,0.1221780,263112.702051999978721,3889894.850140000227839
1326,847,8.3574400,0.0819017,263152.702051999978721,3889894.850140000227839
1327,852,9.1388302,0.0254255,263192.702051999978721,3889894.850140000227839
1328,687,1.5398700,0.0027001,259392.702052000007825,3889854.850140000227839
1329,688,1.5398700,0.0297006,259432.702052000007825,3889854.850140000227839
1330,689,2.1624300,0.0123753,259472.702052000007825,3889854.850140000227839
1331,691,2.9611499,0.0024751,259512.702052000007825,3889854.850140000227839
1332,693,1.8253300,0.0103502,259552.702052000007825,3889854.850140000227839
1333,691,2.6417601,0.0038251,259592.702052000007825,3889854.850140000227839
1334,691,2.1624300,0.0036001,259632.702052000007825,3889854.850140000227839
1335,693,2.6417601,0.0020250,259672.702052000007825,3889854.850140000227839
1336,695,1.4761500,0.0051751,259712.702052000007825,3889854.850140000227839
1337,693,1.8253300,0.0085502,259752.702052000007825,3889854.850140000227839
1338,693,2.0406101,0.0441009,259792.702052000007825,3889854.850140000227839
1339,696,1.0741700,0.0096752,259832.702052000007825,3889854.850140000227839
1340,696,1.1322600,0.0083252,259872.702052000007825,3889854.850140000227839
1341,695,1.2909200,0.0072001,259912.702052000007825,3889854.850140000227839
1342,696,2.8624101,0.0018000,259952.702052000007825,3889854.850140000227839
1343,699,3.5133500,0.0029251,259992.702052000007825,3889854.850140000227839
1344,702,1.8427900,0.0036001,260032.702052000007825,3889854.850140000227839
1345,702,1.8427900,0.0191254,260072.702052000007825,3889854.850140000227839
1346,704,3.2881701,0.0085502,260112.702052000007825,3889854.850140000227839
1347,706,2.2917299,0.0067501,260152.702052000007825,3889854.850140000227839
1348,706,1.8427900,0.0038251,260192.702052000007825,3889854.850140000227839
1349,708,2.1771801,0.0029251,260232.702052000007825,3889854.850140000227839
1350,709,2.6417601,0.0011250,260272.702052000007825,3889854.850140000227839
1351,711,3.0462301,0.0029251,260312.702052000007825,3889854.850140000227839
1352,712,2.5304899,0.0096752,260352.702052000007825,3889854.850140000227839
1353,711,2.4923000,0.0103502,260392.702052000007825,3889854.850140000227839
1354,713,4.1687398,0.0072001,260432.702052000007825,3889854.850140000227839
1355,717,2.8287201,0.0015750,260472.702052000007825,3889854.850140000227839
1356,715,2.2917299,0.0103502,260512.702052000007825,3889854.850140000227839
1357,714,2.3874300,0.0312757,260552.702052000007825,3889854.850140000227839
1358,719,4.8262000,0.0391508,260592.702052000007825,3889854.850140000227839
1359,722,3.6469700,0.0218255,260632.702052000007825,3889854.850140000227839
1360,724,3.1695199,0.0182254,260672.702052000007825,3889854.850140000227839
1361,725,2.8846400,0.0078752,260712.702052000007825,3889854.850140000227839
1362,727,2.3874300,0.0164253,260752.702052000007825,3889854.850140000227839
1363,728,3.3743899,0.0004500,260792.702052000007825,3889854.850140000227839
1364,732,3.0462301,0.0011250,260832.702052000007825,3889854.850140000227839
1365,732,2.1771801,0.0020250,260872.702052000007825,3889854.850140000227839
1366,732,4.2965698,0.0002250,260912.702052000007825,3889854.850140000227839
1367,736,7.5689402,0.0002250,260952.702052000007825,3889854.850140000227839
1368,741,6.5403800,0.0051751,260992.702052000007825,3889854.850140000227839
1369,739,5.9810100,0.0020250,261032.702052000007825,3889854.850140000227839
1370,738,4.6994801,0.0000000,261072.702052000007825,3889854.850140000227839
1371,738,3.9490600,0.0324007,261112.702052000007825,3889854.850140000227839
1372,737,3.1289699,0.0256505,261152.702052000007825,3889854.850140000227839
1373,740,3.6206501,0.0675014,261192.702052000007825,3889854.850140000227839
1374,742,1.6981100,0.0580512,261232.702052000007825,3889854.850140000227839
1375,742,1.2658600,0.0261006,261272.702052000007825,3889854.850140000227839
1376,744,2.6897199,0.0135003,261312.702052000007825,3889854.850140000227839
1377,746,3.7588899,0.0074252,261352.702052000007825,3889854.850140000227839
1378,749,3.5941300,0.0006750,261392.702052000007825,3889854.850140000227839
1379,751,3.0566900,0.0006750,261432.702052000007825,3889854.850140000227839
1380,753,2.8287201,0.0002250,261472.702052000007825,3889854.850140000227839
1381,753,3.7588899,0.0000000,261512.702052000007825,3889854.850140000227839
1382,755,4.3039598,0.0148503,261552.702052000007825,3889854.850140000227839
1383,757,3.5224199,0.0729015,261592.702052000007825,3889854.850140000227839
1384,759,3.5763299,0.0567012,261632.702052000007825,3889854.850140000227839
1385,762,4.2965698,0.0258755,261672.702052000007825,3889854.850140000227839
1386,765,3.9971700,0.0245255,261712.702052000007825,3889854.850140000227839
1387,767,2.8287201,0.0000000,261752.702052000007825,3889854.850140000227839
1388,769,2.4007900,0.0000000,261792.702052000007825,3889854.850140000227839
1389,770,4.9624200,0.0002250,261832.702052000007825,3889854.850140000227839
1390,775,8.4316597,0.0022500,261872.702052000007825,3889854.850140000227839
1391,782,9.7666397,0.0020250,261912.702052000007825,3889854.850140000227839
1392,788,10.7456999,0.0171004,261952.702052000007825,3889854.850140000227839
1393,796,16.0273991,0.0299256,261992.702052000007825,3889854.850140000227839
1394,812,18.5793991,0.0310507,262032.702052000007825,3889854.850140000227839
1395,824,15.9134998,0.0222755,262072.702052000007825,3889854.850140000227839
1396,832,14.3706999,0.0168754,262112.702052000007825,3889854.850140000227839
1397,840,6.3097801,0.0189004,262152.702051999978721,3889854.850140000227839
1398,839,9.0021200,0.0243005,262192.702051999978721,3889854.850140000227839
1399,831,13.5130997,0.0209254,262232.702051999978721,3889854.850140000227839
1400,819,8.5453501,0.0159753,262272.702051999978721,3889854.850140000227839
1401,817,2.0871301,0.0580512,262312.702051999978721,3889854.850140000227839
1402,817,4.7666001,0.0870769,262352.702051999978721,3889854.850140000227839
1403,815,7.1117802,0.1442280,262392.702051999978721,3889854.850140000227839
1404,812,9.3398895,0.1392780,262432.702051999978721,3889854.850140000227839
1405,804,10.1470003,0.0825768,262472.702051999978721,3889854.850140000227839
1406,798,7.5565200,0.0747016,262512.702051999978721,3889854.850140000227839
1407,793,3.5224199,0.1775290,262552.702051999978721,3889854.850140000227839
1408,795,3.9971700,0.1345530,262592.702051999978721,3889854.850140000227839
1409,798,5.2057700,0.1446780,262632.702051999978721,3889854.850140000227839
1410,803,7.2516599,0.1154270,262672.702051999978721,3889854.850140000227839
1411,808,7.8370600,0.1527780,262712.702051999978721,3889854.850140000227839
1412,811,7.7528000,0.1001270,262752.702051999978721,3889854.850140000227839
1413,814,7.9910598,0.1559280,262792.702051999978721,3889854.850140000227839
1414,814,7.4057298,0.0906769,262832.702051999978721,3889854.850140000227839
1415,815,8.0533400,0.1500780,262872.702051999978721,3889854.850140000227839
1416,820,11.7754002,0.1327530,262912.702051999978721,3889854.850140000227839
1417,827,13.0551996,0.0902269,262952.702051999978721,3889854.850140000227839
1418,835,11.0483999,0.0909019,262992.702051999978721,3889854.850140000227839
1419,841,9.5364103,0.1325280,263032.702051999978721,3889854.850140000227839
1420,847,7.9949698,0.1757290,263072.702051999978721,3889854.850140000227839
1421,848,5.6716800,0.2081290,263112.702051999978721,3889854.850140000227839
1422,849,3.6817801,0.1199280,263152.702051999978721,3889854.850140000227839
1423,851,5.5361199,0.0657014,263192.702051999978721,3889854.850140000227839
1424,687,1.5398700,0.0231755,259392.702052000007825,3889814.850140000227839
1425,688,1.8253300,0.0128253,259432.702052000007825,3889814.850140000227839
1426,689,1.4761500,0.0054001,259472.702052000007825,3889814.850140000227839
1427,690,2.2917299,0.0130503,259512.702052000007825,3889814.850140000227839
1428,692,2.3332300,0.0020250,259552.702052000007825,3889814.850140000227839
1429,690,2.1624300,0.0060751,259592.702052000007825,3889814.850140000227839
1430,690,2.0248699,0.0015750,259632.702052000007825,3889814.850140000227839
1431,692,2.7946200,0.0013500,259672.702052000007825,3889814.850140000227839
1432,693,2.6897199,0.0090002,259712.702052000007825,3889814.850140000227839
1433,692,1.8253300,0.0288006,259752.702052000007825,3889814.850140000227839
1434,694,2.3332300,0.0184504,259792.702052000007825,3889814.850140000227839
1435,695,2.3332300,0.0121503,259832.702052000007825,3889814.850140000227839
1436,696,0.9128990,0.0168754,259872.702052000007825,3889814.850140000227839
1437,696,1.0439100,0.0045001,259912.702052000007825,3889814.850140000227839
1438,697,1.4761500,0.0078752,259952.702052000007825,3889814.850140000227839
1439,698,2.6417601,0.0056251,259992.702052000007825,3889814.850140000227839
1440,700,2.8287201,0.0324007,260032.702052000007825,3889814.850140000227839
1441,700,2.7946200,0.0609763,260072.702052000007825,3889814.850140000227839
1442,702,3.4399400,0.0164253,260112.702052000007825,3889814.850140000227839
1443,704,2.3332300,0.0022500,260152.702052000007825,3889814.850140000227839
1444,705,2.6052001,0.0139503,260192.702052000007825,3889814.850140000227839
1445,708,2.3332300,0.0042751,260232.702052000007825,3889814.850140000227839
1446,708,1.1322600,0.0002250,260272.702052000007825,3889814.850140000227839
